city,area,rooms,bathroom,parking,floor,animal,furniture,hoa,rental,property_tax,fire_insurance
Sao Paulo,292,4,3,3,8,1,1,2700,11480,709,146
Sao Paulo,350,5,3,6,NaN,1,0,0,5670,1084,86
Sao Paulo,420,4,5,0,NaN,1,0,0,6460,1480,98
Rio de Janeiro,100,2,1,1,4,1,0,1700,5000,0,65
Belo Horizonte,80,2,1,0,2,1,0,0,1150,75,16
Porto Alegre,61,2,1,1,2,1,0,210,1700,50,25
Campinas,48,2,1,0,2,1,0,250,700,18,9
Campinas,100,3,2,8,NaN,1,0,0,2000,82,31
Sao Paulo,50,2,1,1,1,1,0,611,2895,133,37
Sao Paulo,141,4,3,1,5,0,0,1200,4320,550,55
Sao Paulo,25,1,1,0,2,0,0,160,620,15,8
Sao Paulo,60,1,1,0,NaN,1,0,0,800,0,13
Porto Alegre,75,2,1,0,3,1,0,260,880,38,13
Sao Paulo,45,2,1,1,11,1,0,380,1598,0,21
Porto Alegre,74,2,2,0,10,1,0,550,2700,50,40
Sao Paulo,38,1,1,0,1,0,0,60,950,0,13
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33
Sao Paulo,63,2,3,1,1,1,0,690,2114,150,27
Porto Alegre,33,1,1,0,1,1,0,220,900,90,12
Sao Paulo,40,1,1,0,11,0,0,370,3400,74,44
Belo Horizonte,180,3,3,2,4,1,1,350,2800,150,38
Sao Paulo,56,2,2,1,2,0,0,542,1510,131,20
Sao Paulo,250,4,2,8,NaN,1,0,0,13040,500,197
Belo Horizonte,400,4,3,3,NaN,0,0,0,7000,613,115
Belo Horizonte,120,4,3,2,1,1,0,0,3250,0,44
Rio de Janeiro,200,4,3,1,1,0,1,2400,6800,534,88
Sao Paulo,200,3,3,2,7,1,0,4200,7225,642,92
Sao Paulo,63,2,2,1,7,0,0,250,2500,0,32
Sao Paulo,54,1,1,1,8,1,1,1250,3850,209,49
Sao Paulo,80,3,2,3,1,1,0,1150,1615,160,21
Rio de Janeiro,110,3,1,1,1,1,0,1000,3000,30,39
Sao Paulo,88,2,3,2,11,1,0,980,6835,0,44
Belo Horizonte,90,3,2,1,NaN,0,0,0,1890,0,31
Sao Paulo,291,4,3,2,1,1,0,2600,5400,434,69
Porto Alegre,48,2,1,1,1,1,0,410,1400,30,21
Campinas,70,2,1,2,5,1,0,771,2100,55,27
Sao Paulo,193,4,4,4,3,0,0,1700,9000,917,115
Sao Paulo,170,4,4,3,12,1,1,4000,1440,834,19
Sao Paulo,30,1,1,0,NaN,0,0,0,1200,0,19
Sao Paulo,86,1,2,1,13,1,1,1800,6500,375,83
Campinas,50,1,1,1,4,1,0,400,700,26,9
Rio de Janeiro,40,1,1,0,1,1,0,295,1100,0,15
Sao Paulo,72,2,2,1,7,1,0,864,2500,234,32
Sao Paulo,47,1,1,0,4,0,0,100,1000,76,13
Rio de Janeiro,60,2,1,1,2,1,0,550,1200,55,16
Rio de Janeiro,55,1,1,0,7,0,0,795,2410,87,32
Belo Horizonte,462,4,6,0,9,1,1,1320,7600,884,102
Belo Horizonte,280,4,4,3,10,1,0,1000,6500,458,87
Sao Paulo,230,6,4,8,NaN,1,0,0,10000,0,151
Belo Horizonte,100,3,2,3,15,1,0,880,2300,233,31
Sao Paulo,69,2,1,1,3,1,0,733,1400,98,18
Sao Paulo,50,2,1,1,7,0,0,800,3400,200,44
Sao Paulo,71,3,2,2,11,1,1,630,2190,92,28
Sao Paulo,163,3,4,3,13,1,1,2900,3000,822,39
Rio de Janeiro,450,4,5,3,11,0,0,2600,7500,825,97
Porto Alegre,29,1,1,0,11,0,0,250,1042,24,8
Rio de Janeiro,70,2,2,0,2,1,0,950,2140,125,28
Sao Paulo,40,1,1,0,NaN,0,0,180,850,41,13
Porto Alegre,22,1,1,0,6,1,0,180,800,20,12
Sao Paulo,299,4,5,4,8,1,0,3103,6300,1096,80
Sao Paulo,73,3,2,2,14,1,0,550,2520,192,32
Sao Paulo,440,6,7,0,NaN,1,0,0,5950,2320,90
Sao Paulo,330,4,5,5,13,1,0,4913,3911,2176,50
Porto Alegre,600,3,4,4,NaN,1,0,0,3300,186,59
Rio de Janeiro,195,3,3,0,8,1,1,1300,10000,375,129
Sao Paulo,62,3,2,1,9,1,0,500,2000,125,26
Sao Paulo,230,3,6,5,18,1,1,2200,11050,1500,141
Sao Paulo,64,2,1,1,9,1,0,400,1090,25,14
Campinas,60,2,1,1,3,1,0,470,1400,26,18
Rio de Janeiro,76,2,2,2,7,0,0,1250,3300,226,43
Sao Paulo,230,3,3,1,3,1,0,1580,5800,589,74
Sao Paulo,200,2,2,1,NaN,1,0,0,2300,92,35
Rio de Janeiro,25,1,1,0,2,0,1,0,1800,40,24
Sao Paulo,90,2,1,1,2,1,0,1000,3000,50,39
Belo Horizonte,100,3,3,2,2,1,0,1200,3000,305,40
Sao Paulo,382,4,4,4,5,1,0,2190,3200,710,41
Sao Paulo,68,3,1,1,9,1,0,430,1450,0,19
Belo Horizonte,120,4,2,0,1,1,0,0,1800,60,30
Sao Paulo,85,2,1,1,1,1,0,400,1600,0,21
Sao Paulo,108,3,2,2,3,0,0,823,3000,350,39
Rio de Janeiro,100,3,2,0,3,0,1,1250,2900,259,38
Sao Paulo,42,1,1,0,10,1,1,420,1700,0,22
Porto Alegre,336,3,4,3,NaN,1,0,2000,12500,500,183
Belo Horizonte,200,4,3,2,NaN,1,0,0,13000,236,214
Belo Horizonte,50,2,1,0,NaN,0,0,0,750,59,13
Sao Paulo,30,1,1,0,2,1,0,300,1550,125,20
Sao Paulo,35,1,1,1,17,1,0,350,1950,84,25
Rio de Janeiro,100,2,2,0,1,1,0,1550,2956,310,39
Sao Paulo,112,1,2,2,7,1,1,0,8389,0,107
Sao Paulo,40,1,1,1,5,1,1,766,2156,123,28
Sao Paulo,58,2,1,1,1,1,0,1077,1900,100,25
Sao Paulo,250,3,4,4,15,1,0,2530,4000,1100,51
Porto Alegre,62,2,1,0,NaN,0,0,80,1250,40,19
Sao Paulo,65,2,2,0,2,1,0,450,2200,61,28
Belo Horizonte,120,4,3,2,3,1,0,0,3250,0,44
Sao Paulo,22,1,1,0,6,0,0,470,1800,62,23
Rio de Janeiro,35,1,1,0,7,0,0,450,1100,21,15
Sao Paulo,102,3,2,1,4,1,1,800,3200,80,41
Sao Paulo,500,4,5,6,NaN,0,0,3,7225,1209,109
Sao Paulo,20,1,1,0,4,1,1,602,1800,130,23
Sao Paulo,79,3,2,2,11,1,0,1200,2600,314,33
Sao Paulo,23,1,1,0,26,1,0,399,2150,42,28
Sao Paulo,360,3,5,3,13,1,0,4300,8500,1500,108
Campinas,470,4,4,0,NaN,1,1,690,3700,723,56
Rio de Janeiro,70,2,1,1,15,1,0,450,1300,80,17
Sao Paulo,450,5,5,6,NaN,1,0,0,9500,1345,143
Sao Paulo,73,1,2,2,21,1,1,1000,3500,0,45
Sao Paulo,204,4,5,3,10,0,0,1900,8000,417,102
Sao Paulo,400,9,4,4,NaN,1,0,100,12000,500,181
Belo Horizonte,115,2,2,1,2,0,0,350,1400,118,19
Sao Paulo,111,3,4,2,1,0,0,680,4000,0,51
Campinas,120,4,3,8,NaN,1,0,0,4500,500,68
Sao Paulo,65,2,2,1,1,1,0,643,2300,63,30
Sao Paulo,39,1,1,1,1,1,1,1144,2500,301,32
Porto Alegre,70,2,1,0,3,1,0,300,1400,59,21
Sao Paulo,35,1,1,0,15,1,0,300,1500,0,20
Sao Paulo,60,2,3,2,6,0,0,730,1100,19,14
Campinas,50,2,1,1,1,1,0,430,680,50,9
Sao Paulo,221,3,5,4,9,1,0,1554,10850,643,138
Sao Paulo,130,2,2,1,NaN,1,0,1100,4300,100,55
Sao Paulo,310,4,3,3,11,1,0,3500,8000,0,102
Sao Paulo,33,1,1,0,16,1,0,350,1500,0,20
Belo Horizonte,45,1,1,0,NaN,0,0,75,800,50,14
Campinas,45,1,1,1,4,0,0,417,850,140,11
Sao Paulo,105,2,1,2,10,1,0,870,2360,155,30
Belo Horizonte,280,4,2,3,3,0,0,1800,3500,471,47
Sao Paulo,50,1,1,1,6,0,1,1450,2500,342,32
Rio de Janeiro,30,1,1,0,2,1,0,800,1250,0,17
Sao Paulo,50,2,1,1,1,1,0,550,1450,0,19
Porto Alegre,70,2,1,1,8,1,1,520,1900,378,28
Belo Horizonte,30,1,1,0,3,0,0,0,1500,0,20
Sao Paulo,132,4,4,3,8,1,0,2170,2400,442,31
Rio de Janeiro,250,2,3,2,NaN,1,0,0,3500,349,54
Sao Paulo,147,4,2,2,NaN,1,0,0,2100,128,32
Belo Horizonte,159,3,3,3,7,1,1,2000,7100,150,95
Sao Paulo,230,3,3,4,12,1,1,2300,3200,750,41
Campinas,75,3,2,2,5,1,0,480,1450,75,19
Rio de Janeiro,250,7,3,0,NaN,1,0,0,15000,0,229
Sao Paulo,620,4,5,5,8,1,0,7963,15000,5160,191
Sao Paulo,118,3,2,4,1,1,0,850,2250,334,29
Porto Alegre,440,3,3,3,8,0,0,100,10500,84,154
Porto Alegre,55,2,1,0,3,0,0,290,1195,210,18
Sao Paulo,482,4,4,4,NaN,1,0,0,9180,1250,138
Sao Paulo,550,5,6,0,NaN,1,1,0,15000,1435,226
Sao Paulo,55,2,1,1,6,1,1,815,3000,123,39
Rio de Janeiro,140,4,2,1,11,1,0,2000,3500,167,46
Rio de Janeiro,28,1,1,0,6,1,1,580,1850,59,24
Porto Alegre,103,3,1,3,NaN,1,1,0,2200,670,40
Sao Paulo,53,2,1,1,8,1,0,380,1270,31,17
Sao Paulo,300,4,7,4,1,1,0,3000,9800,1405,125
Sao Paulo,190,4,4,3,23,1,1,1100,7110,589,91
Sao Paulo,99,2,1,1,NaN,1,0,0,3650,230,55
Sao Paulo,84,3,2,2,10,1,0,950,1600,258,21
Sao Paulo,161,4,3,3,NaN,1,0,0,3600,300,46
Sao Paulo,53,2,1,1,5,1,0,690,950,12,13
Rio de Janeiro,16,1,1,0,9,1,1,480,1390,0,18
Sao Paulo,36,1,1,1,1,1,0,465,3000,84,39
Rio de Janeiro,50,1,1,1,1,1,0,806,2300,132,30
Porto Alegre,70,3,1,1,9,0,0,325,1800,0,27
Sao Paulo,105,3,2,2,5,1,0,1661,1000,290,13
Sao Paulo,30,1,1,0,7,0,0,545,1350,39,18
Sao Paulo,216,4,4,3,3,0,1,3500,8000,1125,102
Belo Horizonte,50,3,1,1,4,1,0,210,1250,0,17
Sao Paulo,250,3,4,2,1,0,0,2400,7000,42,89
Sao Paulo,230,3,3,2,NaN,1,0,0,2460,330,37
Sao Paulo,157,3,2,0,7,1,0,1325,4500,347,58
Porto Alegre,150,3,3,0,2,0,1,1140,4740,290,70
Sao Paulo,110,3,2,0,1,1,1,478,2200,6,28
Sao Paulo,193,4,3,3,10,1,1,3000,13100,898,166
Sao Paulo,114,2,2,2,15,1,1,1200,4998,0,64
Porto Alegre,92,2,2,1,8,0,1,800,1900,120,28
Sao Paulo,75,3,3,0,12,1,0,650,2660,10,34
Sao Paulo,270,2,2,3,NaN,1,0,1,1429,0,22
Campinas,80,2,2,1,8,1,1,860,2000,34,26
Porto Alegre,90,4,2,1,3,0,0,400,2142,212,32
Rio de Janeiro,130,3,3,1,2,1,0,900,2500,128,33
Sao Paulo,40,1,1,0,NaN,0,1,0,860,59,13
Sao Paulo,60,2,2,1,6,1,0,650,2127,23,27
Porto Alegre,64,1,1,1,6,1,0,400,1500,400,22
Rio de Janeiro,80,2,1,1,3,1,1,2500,8000,325,104
Sao Paulo,45,1,1,1,NaN,0,0,405,800,0,11
Sao Paulo,60,2,2,1,22,0,1,550,4000,0,51
Sao Paulo,277,3,2,1,11,1,0,2332,7800,601,99
Sao Paulo,57,1,1,0,6,1,1,300,6000,17,77
Sao Paulo,23,1,1,1,26,1,0,472,2300,59,30
Sao Paulo,73,3,2,2,4,1,0,650,2500,236,32
Sao Paulo,36,1,1,0,9,1,0,385,2150,40,28
Belo Horizonte,88,2,3,2,8,0,0,300,1450,110,20
Sao Paulo,197,4,3,1,3,1,0,2640,2800,514,36
Belo Horizonte,175,3,2,2,9,1,0,896,2400,350,32
Sao Paulo,400,4,4,4,9,1,0,4700,9000,1125,115
Sao Paulo,260,3,4,3,NaN,1,0,0,5000,393,47
Rio de Janeiro,80,2,1,0,3,0,0,450,1100,0,15
Sao Paulo,190,3,3,4,NaN,1,1,1,4500,0,68
Rio de Janeiro,65,1,1,0,1,1,0,350,1800,30,24
Sao Paulo,50,1,1,0,NaN,0,0,0,1250,34,19
Sao Paulo,136,3,3,2,8,0,1,1535,8900,482,113
Sao Paulo,96,3,3,2,8,1,0,866,1710,90,22
Belo Horizonte,155,4,1,2,4,1,0,550,3350,249,45
Sao Paulo,384,5,5,3,13,1,0,4000,8000,1240,102
Rio de Janeiro,144,3,2,0,2,1,1,1575,5500,530,71
Sao Paulo,135,3,3,2,7,0,0,1500,13800,375,175
Sao Paulo,25,1,1,0,NaN,0,0,0,1000,84,16
Rio de Janeiro,55,2,1,0,4,1,0,833,2200,99,29
Sao Paulo,250,3,3,2,NaN,0,1,0,7000,417,106
Sao Paulo,66,2,1,1,5,0,0,834,2140,0,28
Belo Horizonte,240,4,4,6,13,0,0,1700,15000,1085,200
Sao Paulo,176,4,5,0,1,1,1,1350,9500,792,121
Rio de Janeiro,88,3,2,1,6,1,0,1586,3500,240,46
Rio de Janeiro,70,2,1,1,9,1,0,700,2600,30,34
Sao Paulo,127,2,2,3,NaN,1,0,0,2600,133,40
Sao Paulo,201,3,5,3,2,0,1,2550,10000,795,127
Campinas,60,2,1,1,8,0,1,500,3250,156,42
Sao Paulo,42,1,1,1,7,0,1,743,2800,209,36
Porto Alegre,65,2,1,1,2,1,0,135,1400,22,21
Belo Horizonte,20,1,1,1,NaN,1,1,0,1100,0,15
Rio de Janeiro,118,3,2,0,4,0,0,1650,2550,172,33
Sao Paulo,98,3,5,1,10,1,0,750,5510,0,70
Sao Paulo,505,3,5,0,12,0,0,4906,8600,2434,109
Rio de Janeiro,110,3,1,2,7,1,0,1300,5000,417,65
Porto Alegre,75,2,2,1,3,1,1,583,2100,68,31
Sao Paulo,50,1,1,0,NaN,0,0,0,750,0,12
Porto Alegre,93,2,1,0,4,0,0,645,800,86,12
Sao Paulo,230,4,6,4,12,1,0,2850,3000,2658,39
Belo Horizonte,300,4,3,3,8,1,0,2059,5000,535,67
Belo Horizonte,80,3,2,2,8,1,0,230,1450,140,20
Sao Paulo,144,4,4,4,3,1,0,1900,4900,667,63
Sao Paulo,299,3,3,3,1,1,0,2689,1942,316,25
Sao Paulo,168,4,3,3,5,1,0,2128,13000,809,165
Rio de Janeiro,120,3,2,0,7,1,0,1150,1450,308,19
Sao Paulo,135,3,2,1,NaN,1,0,0,2900,180,44
Rio de Janeiro,39,1,1,0,3,1,0,380,980,20,13
Sao Paulo,211,2,2,2,NaN,1,0,1,4500,752,68
Porto Alegre,160,2,3,2,NaN,1,1,800,5200,100,93
Sao Paulo,60,2,1,1,5,1,0,662,1150,120,15
Campinas,45,1,1,1,9,0,1,492,1900,83,25
Sao Paulo,120,3,3,2,NaN,1,0,0,2900,375,44
Campinas,136,4,5,3,6,1,1,1253,3579,218,46
Sao Paulo,140,2,2,2,8,1,1,880,3990,394,51
Sao Paulo,380,4,5,4,5,1,1,4180,4080,1509,52
Sao Paulo,62,2,1,1,13,1,0,543,2200,59,28
Sao Paulo,35,1,1,1,5,0,1,444,3290,124,42
Sao Paulo,100,4,3,0,4,1,1,1060,4280,175,55
Campinas,60,1,1,1,NaN,1,0,0,1300,30,20
Rio de Janeiro,95,2,1,0,NaN,1,0,100,2000,55,31
Sao Paulo,25,1,1,0,1,0,0,0,1200,35,16
Belo Horizonte,255,3,2,4,NaN,0,0,0,2800,250,46
Campinas,180,3,3,3,7,1,0,2400,7600,477,97
Sao Paulo,59,2,1,1,12,1,0,480,1510,0,20
Sao Paulo,420,3,3,4,7,1,0,8043,12000,2936,153
Sao Paulo,125,3,3,3,1,1,0,2076,5000,1165,64
Sao Paulo,80,2,1,0,1,1,0,0,1800,209,23
Campinas,37,1,1,0,4,0,1,382,742,0,10
Sao Paulo,110,3,3,2,18,1,0,1160,2200,418,28
Sao Paulo,150,4,2,2,NaN,1,0,0,3100,267,47
Rio de Janeiro,31,1,1,0,5,0,0,630,1750,50,23
Belo Horizonte,100,3,2,1,5,1,0,730,1500,120,20
Sao Paulo,100,2,2,0,1,0,0,0,1710,175,22
Rio de Janeiro,56,2,2,0,1,0,1,610,2500,84,33
Belo Horizonte,75,3,1,1,1,0,0,160,1100,80,15
Sao Paulo,166,2,1,5,NaN,1,1,0,2200,200,34
Porto Alegre,129,3,3,0,2,1,0,1800,3800,225,56
Sao Paulo,80,3,1,0,NaN,1,0,0,6000,0,91
Sao Paulo,204,3,2,2,2,1,0,3550,7000,764,89
Sao Paulo,303,3,3,4,4,1,1,4911,10250,2470,130
Sao Paulo,221,4,4,4,17,0,0,3100,12830,920,163
Porto Alegre,75,3,1,0,3,1,0,400,1080,22,16
Campinas,44,1,1,0,4,1,0,417,520,23,7
Sao Paulo,50,2,1,1,8,1,0,580,1100,100,14
Sao Paulo,95,3,3,2,16,0,1,900,3150,121,40
Porto Alegre,75,2,1,0,10,1,1,282,1020,150,15
Sao Paulo,48,1,1,1,6,1,0,500,2200,35,28
Belo Horizonte,114,3,2,2,8,0,0,784,3500,308,47
Campinas,75,2,2,2,6,1,0,730,2000,148,26
Sao Paulo,220,3,3,2,14,0,1,1499,6300,468,80
Sao Paulo,100,4,3,2,2,1,0,1027,2500,369,32
Rio de Janeiro,380,3,4,3,13,0,1,3000,15000,2500,194
Rio de Janeiro,50,1,1,0,8,0,1,2300,1850,35,24
Belo Horizonte,50,2,1,0,NaN,0,0,0,1050,0,18
Rio de Janeiro,80,2,1,1,5,1,0,1180,2400,129,31
Belo Horizonte,45,1,1,1,2,0,1,300,3000,0,40
Sao Paulo,250,3,3,2,7,1,0,3500,12750,1084,162
Sao Paulo,44,1,1,1,6,0,0,308,3300,149,42
Sao Paulo,50,2,1,1,3,1,0,700,4500,125,58
Sao Paulo,156,3,4,2,2,1,0,1800,2000,0,26
Sao Paulo,42,1,1,1,2,1,0,700,2326,160,9
Campinas,570,4,6,5,NaN,1,0,0,12000,817,181
Campinas,67,2,1,0,NaN,1,0,0,880,41,14
Sao Paulo,264,4,4,6,NaN,1,0,0,6440,574,97
Sao Paulo,350,3,4,4,NaN,1,0,0,3100,2900,47
Sao Paulo,54,2,2,1,12,1,0,954,2800,192,36
Rio de Janeiro,400,2,2,1,7,1,0,700,2300,6,30
Belo Horizonte,420,4,3,8,NaN,1,0,0,6320,0,104
Belo Horizonte,50,1,1,0,1,1,0,0,750,30,10
Sao Paulo,93,2,1,1,1,1,0,390,2150,76,28
Sao Paulo,350,4,4,2,NaN,1,0,0,10000,500,151
Sao Paulo,135,3,3,2,14,1,1,946,2690,361,35
Sao Paulo,32,1,1,0,1,0,0,26,1290,33,17
Rio de Janeiro,52,1,1,1,3,1,1,584,2390,117,31
Sao Paulo,250,3,4,2,10,1,0,2900,10000,584,127
Sao Paulo,60,1,2,2,6,1,0,700,3000,0,39
Campinas,109,3,1,1,11,1,0,903,1150,146,15
Sao Paulo,200,3,3,1,8,1,0,1687,5800,365,74
Sao Paulo,38,1,1,1,13,1,1,300,2400,0,31
Porto Alegre,30,1,1,1,1,0,1,0,1330,0,20
Sao Paulo,215,3,4,4,10,1,0,3313,12000,1252,153
Sao Paulo,340,4,6,4,6,1,0,5500,9600,2167,122
Rio de Janeiro,30,1,1,0,4,1,1,400,2900,100,38
Sao Paulo,850,4,4,8,NaN,1,0,0,12000,5834,181
Sao Paulo,90,3,2,1,9,1,0,1000,1800,44,23
Sao Paulo,180,3,4,4,22,1,0,1545,12000,818,153
Rio de Janeiro,60,1,1,1,1,1,0,650,2165,110,28
Sao Paulo,50,2,1,1,7,1,0,400,1850,167,24
Sao Paulo,280,3,3,2,NaN,1,0,0,3500,250,53
Sao Paulo,48,1,1,1,3,1,0,660,3300,110,42
Sao Paulo,42,1,1,0,6,1,1,345,1800,0,23
Campinas,210,3,3,0,NaN,1,0,0,3050,300,46
Campinas,70,2,2,1,NaN,1,0,0,1400,44,22
Belo Horizonte,100,3,2,0,NaN,0,0,0,12000,236,197
Sao Paulo,520,4,6,4,NaN,1,0,0,15000,2250,226
Sao Paulo,253,3,3,4,3,1,0,3172,4500,1125,58
Belo Horizonte,60,1,1,0,8,1,0,340,950,55,13
Sao Paulo,210,3,2,3,NaN,1,0,0,2860,0,43
Sao Paulo,66,2,1,1,3,1,0,1141,1650,166,21
Sao Paulo,190,3,3,4,NaN,1,1,1800,12500,780,159
Sao Paulo,17,1,1,0,1,0,1,300,2200,50,28
Rio de Janeiro,157,3,2,1,2,1,0,2499,4500,550,58
Belo Horizonte,40,1,1,2,11,1,0,488,1600,126,22
Belo Horizonte,100,3,2,2,11,1,0,978,1500,169,20
Campinas,238,4,5,4,10,1,1,1800,5000,421,64
Belo Horizonte,102,3,2,2,6,1,0,1150,1100,0,15
Campinas,188,2,3,8,NaN,1,0,0,2930,584,45
Sao Paulo,50,1,1,0,NaN,0,0,0,750,0,12
Sao Paulo,250,3,3,2,3,1,0,1900,9500,500,121
Rio de Janeiro,139,2,2,1,10,1,1,1000,1300,234,17
Porto Alegre,125,3,2,2,3,1,1,1000,7700,292,113
Sao Paulo,40,1,1,0,NaN,0,0,0,1200,100,19
Sao Paulo,65,2,2,1,15,0,1,1072,7500,165,96
Campinas,68,3,2,2,9,1,0,568,1500,55,20
Sao Paulo,85,2,1,0,1,1,0,720,3100,28,40
Sao Paulo,200,2,5,2,2,0,1,2448,15000,937,191
Rio de Janeiro,94,3,1,1,7,1,1,750,2600,122,34
Porto Alegre,38,1,1,1,9,1,0,350,2500,42,37
Campinas,105,3,2,2,NaN,1,0,0,2000,121,31
Porto Alegre,67,1,1,0,2,1,0,220,950,25,14
Sao Paulo,104,3,3,2,3,0,1,915,9000,254,115
Sao Paulo,50,2,1,1,12,1,0,462,1900,0,25
Rio de Janeiro,145,3,3,0,5,1,0,1000,4500,285,58
Sao Paulo,225,3,2,2,NaN,1,0,0,2300,209,35
Sao Paulo,20,1,1,0,6,1,1,602,1800,130,23
Sao Paulo,170,4,5,3,14,1,1,1927,5200,709,66
Sao Paulo,30,1,1,1,7,0,0,1959,1630,227,21
Belo Horizonte,75,3,1,1,4,1,0,263,1100,61,15
Campinas,75,2,2,1,11,1,0,500,1189,75,16
Sao Paulo,250,4,4,3,6,1,0,2360,6970,1580,89
Sao Paulo,120,3,2,0,1,1,0,0,2500,84,38
Rio de Janeiro,45,1,1,0,6,1,0,560,1901,80,25
Rio de Janeiro,225,4,4,3,7,0,0,4799,7500,1095,97
Sao Paulo,245,4,5,4,19,1,1,2863,7000,750,89
Porto Alegre,50,1,1,0,10,1,0,250,1350,0,20
Sao Paulo,350,3,4,2,NaN,1,1,0,7000,507,106
Rio de Janeiro,117,3,4,1,2,1,0,0,4870,464,63
Belo Horizonte,80,1,2,0,2,1,0,150,1100,68,15
Sao Paulo,340,3,4,5,20,1,0,4500,9800,0,125
Sao Paulo,60,2,1,0,3,1,0,400,1000,0,13
Sao Paulo,250,3,2,8,NaN,1,0,0,5950,472,90
Sao Paulo,45,1,1,0,NaN,0,0,0,1160,0,18
Sao Paulo,57,2,1,1,3,1,0,625,1100,3,14
Sao Paulo,30,1,1,1,8,0,1,658,3500,123,45
Campinas,70,2,2,1,9,1,0,300,1500,95,20
Sao Paulo,55,2,2,1,5,1,0,380,1850,0,24
Sao Paulo,35,1,1,0,NaN,0,0,0,1800,101,28
Sao Paulo,75,3,2,2,3,1,0,600,2150,150,28
Sao Paulo,156,3,3,5,NaN,0,0,0,4000,0,34
Belo Horizonte,90,2,1,1,4,1,0,400,1500,0,20
Rio de Janeiro,90,3,2,2,2,1,1,850,2500,250,33
Rio de Janeiro,200,3,2,2,3,1,0,1650,15000,750,194
Sao Paulo,86,2,1,1,1,1,0,960,2372,0,10
Sao Paulo,60,1,1,1,19,1,0,590,3500,150,45
Porto Alegre,50,1,1,0,1,1,0,190,990,10,15
Sao Paulo,108,3,2,2,6,1,0,1200,5600,275,71
Sao Paulo,48,1,1,1,3,1,0,433,2630,0,34
Sao Paulo,100,3,2,1,9,1,1,890,6502,0,83
Campinas,48,1,1,0,4,0,0,400,800,80,11
Porto Alegre,67,2,1,1,8,1,0,500,1550,77,23
Rio de Janeiro,120,3,3,0,6,0,1,1200,9240,209,120
Sao Paulo,250,4,4,3,NaN,1,0,0,3824,0,58
Sao Paulo,49,1,1,1,5,1,0,430,1760,21,23
Sao Paulo,140,1,2,2,1,0,1,1400,4500,334,58
Sao Paulo,105,2,1,2,5,1,1,1300,3120,0,40
Porto Alegre,60,2,1,1,3,1,0,435,920,30,14
Sao Paulo,300,4,2,4,27,1,0,2960,10040,875,128
Sao Paulo,93,2,2,1,2,1,0,400,2500,84,32
Sao Paulo,72,2,2,1,1,1,0,742,2330,0,30
Campinas,60,2,1,1,3,1,0,345,820,16,11
Sao Paulo,250,3,4,4,NaN,1,1,0,4200,0,64
Rio de Janeiro,160,4,3,1,4,1,1,1900,6300,667,82
Sao Paulo,104,2,2,1,6,0,1,1100,4000,10,51
Porto Alegre,66,2,1,1,1,1,0,270,1000,38,15
Belo Horizonte,148,2,3,3,12,1,0,870,15000,685,200
Sao Paulo,1000,4,2,8,NaN,1,0,0,15000,2334,226
Campinas,120,4,2,1,NaN,1,0,0,1500,0,23
Porto Alegre,100,3,3,1,5,0,0,700,3500,84,52
Rio de Janeiro,114,2,2,1,7,0,0,1450,3600,350,47
Sao Paulo,153,3,4,3,17,1,1,2000,6300,534,80
Sao Paulo,164,3,4,2,13,1,0,2900,12500,915,159
Sao Paulo,65,2,2,1,NaN,1,0,0,2040,0,31
Campinas,270,4,5,0,NaN,0,0,0,5500,357,83
Sao Paulo,225,4,6,4,4,1,0,2800,4500,742,58
Rio de Janeiro,124,4,2,1,2,1,0,1812,5900,395,77
Sao Paulo,68,3,1,2,4,1,0,990,882,20,12
Sao Paulo,96,3,3,2,1,1,0,948,5100,296,65
Sao Paulo,210,4,4,3,NaN,1,1,0,4700,375,71
Sao Paulo,750,4,5,6,NaN,1,0,0,13000,1500,196
Sao Paulo,70,2,2,2,11,0,1,2847,2954,590,38
Rio de Janeiro,15,1,1,0,NaN,1,0,0,700,0,10
Sao Paulo,33,1,1,1,13,0,1,540,3300,0,42
Belo Horizonte,311,4,3,3,20,0,0,2252,9000,583,120
Sao Paulo,160,3,2,1,5,1,0,1715,7700,470,98
Sao Paulo,158,3,3,2,8,1,1,1450,3000,175,39
Campinas,62,2,1,1,3,1,0,485,980,48,13
Belo Horizonte,105,3,2,1,3,0,0,500,1200,135,16
Sao Paulo,250,3,4,2,5,1,1,2600,8000,500,102
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33
Sao Paulo,90,3,2,0,9,1,0,930,2300,84,30
Sao Paulo,295,4,4,4,21,1,0,3700,9500,1417,121
Sao Paulo,133,4,3,0,1,1,0,550,3550,309,45
Sao Paulo,220,5,5,4,22,1,0,1900,8880,875,113
Sao Paulo,70,2,1,1,14,1,0,576,2400,162,31
Belo Horizonte,101,3,2,2,2,1,0,958,2400,20,32
Belo Horizonte,320,3,2,5,1,1,0,420,2900,200,39
Belo Horizonte,802,6,6,8,NaN,1,1,0,15000,1003,246
Rio de Janeiro,28,1,1,0,11,0,1,350,2300,55,30
Porto Alegre,35,1,1,0,2,1,0,120,1170,92,18
Sao Paulo,115,3,1,2,5,1,0,945,4300,300,55
Rio de Janeiro,70,2,2,1,10,1,1,1800,4200,250,55
Rio de Janeiro,157,3,3,2,10,1,0,1620,3800,382,49
